Website,Name,Price,Unprice,Sale,Promotion,Summary,Status,Brand
https://philong.com.vn,"Laptop Dell XPS 13 9320 (70295789) (Core i5-1240P, Ram 16GB, SSD 512GB, màn hình 13.4 inch 3.5K Cảm ứng, Win 11 + Office bản quyền,màu bạc) Hàng chính hãng bảo hành 12 Tháng",44.990.000 đ,,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Intel Core i5-1240P (1.7Ghz up to 4.40 GHz, 12 nhân/ 16 luồng, 12MB)
Ram 16GB LPDDR5 5200 MHz
SSD 512GB SSD M.2 PCIe NVMe
Intel Iris Xe Graphics
Màn hình 13.4 inch 3.5K (3456 × 2160) OLED, 60Hz, 100%sRGB, cảm ứng
Windows 11 home SL + Office home & student 2021",0,dell
https://philong.com.vn,"Laptop Dell Inspiron 14 5420 (70295791) (Core i7-1255U, Ram 16GB, SSD 1TB, MX570 2GB, màn hình 14 inch FHD+, Win 11 + Office bản quyền, màu bạc)",30.490.000 đ,,N/A,"Khuyến mại: Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i7-1255U (10 nhân, 12 luồng, 1.70 GHz upto 4.70 GHz, 12MB)
RAM: 16GB DDR4 3200 MHz
Ổ cứng: 1TB SSD
VGA: NVIDIA GeForce MX570 2GB
Màn hình: 14.0-inch 16:10 FHD+ (1920 x 1200) 250nits, tấm nền WVA
Hệ điều hành: Windows 11 home SL + Office home & student 2021",1,dell
https://philong.com.vn,"Laptop Dell Vostro 5620 (70296963) (Core i5-1240P, Ram 8GB, SSD 512GbB,  MX570 2GB, màn hình 16.0 inch FHD, Windows 11, màu xám)",22.590.000 đ,25.590.000 đ,-12%,"Khuyến mại: Chuột không dây EDRA EM604W
Túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-1240P (1.7GHz up to 4.40GHz, 12 nhân/ 16 luồng, 12MB)
RAM: 8GB DDR4 3200MHz
Ổ cứng: 512GB M.2 PCIe NVMe SSD
VGA: NVIDIA GeForce MX570 2GB GDDR6
Màn hình: 16.0 inch FHD+ WVA Anti-glare 16:10
Hệ điều hành: Windows 11 home SL + Office home & student 2021",1,dell
https://philong.com.vn,"Laptop MSI Katana GF66 12UC 699VN (Core i5-12450H, Ram 8GB, SSD 512GB, RTX3050 GDDR6 4GB, màn hình 15.6 inch FHD 144Hz, Win 11 bản quyền, màu đen)",Giá: Liên hệ,23.990.000 đ,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-12450H (1.5Ghz upto 4.40GHz, 8 nhân/ 12 luồng)
Ram: 8GB DDR4-3200Mhz (2 khe, tối đa 64GB)
Ổ cứng: 512GB NVMe PCIe SSD Gen 4x4
VGA: NVIDIA GeForce RTX3050 GDDR6 4GB
Màn hình: 15.6inch FHD (1920*1080), IPS, 144Hz
Hệ điều hành: Windows 11 home SL 64-bit",0,msi
https://philong.com.vn,"CASE 1st Player FIRE BASE XF WHITE (2 Mặt Kính Cường Lực, 4 Fan)",1.050.000 đ,,N/A,,"Chuẩn case: Mid Tower / Có che nguồn
Kích thước: 435mmL*201mmW*435mmH 
Màu sắc: Đen, Trắng
USB3.0 x 1, USB2.0 x 2, 1 HD Audio & 1 Mic 
Chuẩn main hỗ trợ: E-ATX, ATX, micro ATX, Mini ITX
Khay gắn: HDD 3.5” x3 , SSD 2.5” x3, PCI x 7",1,1st player
https://philong.com.vn,"VỎ CASE MÁY TÍNH GOLDEN FIELD H3B (MID TOWER, ATX, NO FAN)",490.000 đ,,N/A,,"Mainboard hỗ trợ : ATX, M-ATX, ITX
Kích thước : 372*182*420mm
Vị trí nguồn : Lắp trên
Mặt bên và mặt trước trong suốt đáp ứng khả năng trang trí ánh sáng cao.
Thiết kế đệm chân chống rung, chống trượt: 4 chân đệm tròn to giúp giảm tiếng ồn do cộng hưởng khi hoạt động và chống trượt.",0,Golden Field
https://philong.com.vn,VỎ CASE MÁY TÍNH GOLDEN FIELD 10I,Giá: Liên hệ,,N/A,,"Hỗ trợ Mainboard: ATX , M-ATX, MINI – ITX
Kích thước: 360 x 182 x 423mm
 Chất liệu: Khung thép (SECC 0.5mm) , kính Mica Đài Loan chống xước bên hông show nội thất bên trong. Led RGB mặt trước
Chân đế cao su chống trượt, giảm ồn, giảm xóc",0,Golden Field
https://philong.com.vn,VGA GIGABYTE RTX3070 EAGLE OC 8G (GV-N3070EAGLE OC-8GD),Giá: Liên hệ,,N/A,,"Bộ nhớ: 8GB GDDR6
Giao diện bộ nhớ: 256-bit
Số lõi CUDA: 5888
Engine ClocK: 1770 MHz (Reference Card: 1725 MHz)
Cổng xuất hình: 2x HDMI, 2x Displayport
Nguồn đề xuất: 650W",0,gigabyte
https://philong.com.vn,TÚI XÁCH CHỐNG SỐC TOMTOC (USA) SPILL-RESISTANT MACBOOK PRO 14″ GRAY A22D2G1,899.000 đ,,N/A,,"Kích thước tối đa: 32.51 x 23.22 x 1.70 cm
Tương thích: macbook pro, air, surface 13.5, ipad pro 12.9
Bảo hành: 1 Năm (đường chỉ, dây khóa)
Thương hiệu chính Hãng TOMTOC (USA)
Màu xám",1,Tomtoc
https://philong.com.vn,TÚI XÁCH CHỐNG SỐC TOMTOC (USA) SPILL-RESISTANT MACBOOK PRO 14″ BLACK A22D2H1,899.000 đ,,N/A,,"Kích thước tối đa: 32.51 x 23.22 x 1.70 cm
Tương thích: macbook pro, air, surface 13.5, ipad pro 12.9
Bảo hành: 1 Năm (đường chỉ, dây khóa)
Thương hiệu chính Hãng TOMTOC (USA)
Màu đen",1,Tomtoc
https://philong.com.vn,"Laptop HP Probook 450 G9 6M0Y9PA (Intel Core i5-1235U, RAM 8GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 15.6 inch FHD, Windown 11 Bản Quyền, Màu Bạc)",19.990.000 đ,,N/A,"Khuyến mại: Chuột không dây yên tĩnh HP Z3700 trị giá 290.000đ
Túi xách Laptop Phi Long trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-1235U (upto 4.40GHz, 12MB)
RAM: 8GB (1 x 8GB) DDR4-3200MHz (2 khe)
Ổ cứng: 512GB PCIe NVMe SSD
VGA: Intel Iris Xe Graphics
Màn hình: 15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC
Hệ Điều Hành: Windows 11 Home",0,hp
https://philong.com.vn,"Laptop Dell G15 5515 (70283446) (AMD R7 5800H, RAM 16GB, SSD 512GB, VGA RTX3060 6GB, Màn Hình 15.6 inch FHD, Windown 11 Bản Quyền, Office HS21, Màu Trắng)",Giá: Liên hệ,32.990.000 đ,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","AMD Ryzen 7 5800H (8 nhân 16 luồng, 3.2GHz Upto 4.4GHz)
RAM 16GB (2x8GB) DDR4 3200Mhz 
SSD 512GB Nvme
VGA Nvidia RTX3060 6GB DDR6
Màn hình: 15.6 inch FHD 
Windows 11 Home + Office Home and Student 2021",0,dell
https://philong.com.vn,"Chuột Có Dây Văn Phòng Newmen M266, Màu đen",120.000 đ,,N/A,,"Công nghệ cảm biến quang 99GlassGo
Di chuyển trên nhiều bề mặt và mặt kính
Kết nối cổng USB",1,newmen
https://philong.com.vn,"Chuột có dây NEWMEN M352 màu đen, cổng USB, 1000DPI",110.000 đ,,N/A,,,1,newmen
https://philong.com.vn,"Laptop HP EliteBook 630 G9 6M145PA (Intel Core i7-1255U, RAM 8GB, SSD 512GB, VGA Intel Iris Xe Graphics, Màn Hình 13.3 inch IPS Full HD, Windows 11 Bản Quyền)",24.690.000 đ,26.390.000 đ,-6%,"Khuyến mại: Chuột không dây yên tĩnh HP Z3700 trị giá 290.000đ
Túi xách Laptop Phi Long trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i7-1255U (upto 4.7GHz, 12MB)
RAM: 8GB (1 x 8GB) DDR4-3200MHz
Ổ cứng: 512GB PCIe NVMe SSD
VGA: Intel Iris Xe Graphics
Màn hình: 13.3 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC
Hệ Điều Hành: Windows 11 Home",0,hp
https://philong.com.vn,"Laptop Asus TUF Gaming F15 FX507ZE-HN093W (Intel Core i7-12700H, RAM DDR5 8GB, SSD 512GB, RTX 3050Ti 4GB, Màn Hình 15.6 inch 144Hz FHD, Windows 11, Màu Xám)",Giá: Liên hệ,32.490.000 đ,N/A,"Khuyến mại: Balo chính hãng Phi Long trị giá 350.000đ
Chuột gaming Newmen G11 trị giá 175.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i7-12700H (3.50 GHz upto 4.70 GHz, 24MB)
RAM: 8GB DDR5-4800Mhz (2 khe, tối đa 32GB)
Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD
VGA: NVIDIA GeForce RTX 3050Ti 4GB GDDR6
Màn hình: 15.6-inch FHD (1920 x 1080) 16:9, 144Hz, Value IPS-level, NTSC 45%, SRGB 62.5%, anti-glare display
Hệ Điều Hành: Windows 11 Home",0,asus
https://philong.com.vn,Máy tính tiền cảm ứng SHANGCHEN SC-110S,8.490.000 đ,,N/A,,"Màn hình: Màn hình chính 15.6 inch LED (Có màn VFD)Bộ vi xử lý: Intel J4125 2.0G
Ram: 4G DDR3
ổ cứng: 64G SSDCổng kết nối: 4 USB, 1 VGA, 1 LAN, 1 COM, 1 Audio Input, 1 Audio Output
Công nghệ: Cảm ứng điện dung, wifi",0,Shangchen
https://philong.com.vn,"USB Thu Wifi TP-Link Archer T4U AC1300 (876+400Mbps, USB3.0, 2 Anten ngầm)",499.000 đ,,N/A,,"Tốc độ Wi-Fi siêu nhanh – tốc độ Wi-Fi lên tới 1300Mbps (400Mpbs trên băng tần 2.4GHz và 867Mbps trên băng tần 5GHz) hỗ trợ chuẩn Wi-Fi thế hệ mới 802.11ac
Wi-Fi băng tần kép - băng tần 2.4GHz và 5GHz mang lại kết nối linh hoạt hơn
Ăng ten độ lợi cao – cải thiện chất lượng tín hiệu và hiệu suất truyền tải
MU-MIMO –Mang đến kết nối Wi-Fi hiệu quả cao
Tốc độ kết nối cực nhanh với cổng USB 3.0- tốc độ truyền tải nhanh hơn gấp 10 lần so với USB 2.0
Nút WPS - Kết nối Wi-Fi nhanh và dễ dàng chỉ với một nút bấm WPS",1,TP-Link
https://philong.com.vn,"Bộ nguồn máy tính MSI MPG A850GF 850W (80 PLUS GOLD, FULL MODULAR)",3.290.000 đ,,N/A,,"Kích thước nguồn: ATX
Kích thước quạt: 140 mm
Điện áp đầu vào: 100~240 Vac
Tần số đầu vào: 47Hz ~ 63Hz
Công suất tối đa: 850W
Công suất thực: Up to 90% (80 Plus Gold)",0,msi
https://philong.com.vn,"Laptop Asus Vivobook Flip TN3402QA-LZ027W (Ryzen 7-5800H, Ram 16GB, SSD 512GB, màn hình 14 inch WUXGA Cảm ứng, Win 11 bản quyền, màu bạc)",20.690.000 đ,,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: AMD Ryzen 7-5800H (8 Nhân/16 Luồng, 3.20GHz upto 4.40GHz, 16MB)
Ram: 16GB DDR4
Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD
Đồ họa: AMD Radeon Graphics
Màn hình: 14 inch WUXGA (1920x1200), cảm ứng
Hệ điều hành: Windows 11 home SL 64-bit",0,asus
https://philong.com.vn,"Laptop Asus Vivobook Flip TN3402QA-LZ019W (Ryzen 5-5600H, Ram 8GB, SSD 512GB, màn hình 14 inch WUXGA Cảm ứng, Win 11 bản quyền, màu bạc)",17.990.000 đ,,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: AMD Ryzen 5-5600H (6nhân/ 12luồng, 3.3GHz upto 4.2GHz, 16MB)
Ram: 8GB DDR4 + 1 slot (nâng cấp tối đa 16GB)
Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD
Đồ họa: AMD Radeon Graphics
Màn hình: 14 inch WUXGA (1920x1200), cảm ứng
Hệ điều hành: Windows 11 home SL 64-bit",1,asus
https://philong.com.vn,"Laptop Asus ZenBook UX3402ZA-KM221W (Core i7-1260P, Ram 16GB, SSD 512GB, màn hình 14inch WQXGA OLED, Win 11, Xanh)",27.990.000 đ,30.990.000 đ,-10%,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Intel Core i7-1640P (2.1Gh up to 4.7Ghz, 12 nhân/16 luồng, 18MB cache)
RAM 16GB LPDDR5 onboard
SSD 512GB SSD M.2 NVMe PCIe 3.0
Intel Iris Xe Graphics
Màn hình: 14inch WQXGA (2560x1600) OLED, 600nits
Hệ điều hành: Windows 11 home SL 64-bit",0,asus
https://philong.com.vn,"Laptop Asus ZenBook UX3402ZA-KM220W (Core i5-1240P, Ram 8GB, SSD 512GB, màn hình 14inch WQXGA OLED, Win 11, màu bạc)",22.990.000 đ,,N/A,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-1240P (1.7Ghz up to 4.40 GHz, 12 nhân/ 16 luồng, 12MB)
RAM: 8GB LPDDR5 onboard
Ổ cứng: 512GB SSD M.2 NVMe PCIe 3.0
VGA: Intel Iris Xe Graphics
Màn hình: 14inch WQXGA (2560x1600) OLED, 600nits
Hệ điều hành: Windows 11 home SL 64-bit",0,asus
https://philong.com.vn,"Laptop Asus Vivobook 14X M1403QA-LY024W (Ryzen 7-5800H, Ram 8GB, SSD 512GB, màn hình 14 WUXGA, Win 11 bản quyền, màu bạc)",15.190.000 đ,16.990.000 đ,-11%,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: AMD Ryzen 7-5800H (8 Nhân, 16 luồng, 3.20GHz upto 4.40GHz, 16MB)
Ram: 8GB Onboard DDR4 3200MHz (up to 16GB SDRAM)
Ổ cứng: 512GB M.2 NVMe PCIe 3.0 SSD
VGA: AMD Radeon Vega 7 Graphics
Màn hình: 14inch WUXGA (1920 x 1200) 16:10 aspect ratio, IPS, 300nits
Hệ điều hành: Windows 11 home SL 64-bit",0,asus
https://philong.com.vn,USB WIFI 6 ASUS AX56 (Băng tần kép AX1800/USB 3.2),2.350.000 đ,,N/A,,"Nâng cấp tức thì lên WiFi 6 – Tăng tốc PC của bạn lên chuẩn 802.11ax qua USB với tốc độ lên đến 1800 Mbps
Hiệu quả cực cao – Cho phép truyền nhanh hơn trong môi trường mật độ cao với OFDMA, MU-MIMO và BSS Coloring
Khuếch đại tín hiệu – Ăng-ten bên ngoài và giá đỡ đảm bảo tín hiệu WiFi mạnh mẽ
Hỗ trợ bảo mật WPA3 – Để tăng cường bảo mật WiFi và xác thực mạnh mẽ hơn
Plug-and-play – Dễ sử dụng với hỗ trợ nhiều hệ điều hành",0,asus
https://philong.com.vn,"Máy Trợ Giảng Không Dây Aporo T9 plus UHF (Màu đen, 15W, 1Mic Không Dây cài đầu, USB, TF, FM, Bluetooth)",1.050.000 đ,1.300.000 đ,-19%,,"Dùng cho phòng học 100m2
Công nghệ UHF phát xa hơn, có khả năng xuyên tường tốt hơn FM
Thời gian sử dụng từ 8-10h, mic không dây 8
Hõ trợ thẻ nhớ, bluetooth , FM, ghi âm, nghe nhạc
Với chức năng bluetooth biến máy trợ giảng thành máy phát nhạc khi kết nối với điện thoại
Công nghệ UHF kết nối tự động sẽ không bị nhiễu giống như máy trợ giản FM",0,Aporo
https://philong.com.vn,"Máy Trợ Giảng Không Dây Aporo T9 plus UHF (Màu Đỏ, 15W, 1Mic Không Dây cài đầu, USB, TF, FM, Bluetooth)",1.050.000 đ,1.300.000 đ,-19%,,"Dùng cho phòng học 100m2
Công nghệ UHF phát xa hơn, có khả năng xuyên tường tốt hơn FM
Thời gian sử dụng từ 8-10h, mic không dây 8
Hõ trợ thẻ nhớ, bluetooth , FM, ghi âm, nghe nhạc
Với chức năng bluetooth biến máy trợ giảng thành máy phát nhạc khi kết nối với điện thoại
Công nghệ UHF kết nối tự động sẽ không bị nhiễu giống như máy trợ giản FM",0,Aporo
https://philong.com.vn,SSD MSI 500GB SPATIUM M390 M.2 NVMe,Giá: Liên hệ,1.790.000 đ,N/A,,"Dung lượng: 500 GB
Kết nối: M.2 NVMe
Tốc độ đọc (tối đa): 3300 MB/s
Tốc độ ghi (tối đa): 2300 MB/s
MTBF: Lên đến 1.5 triệu giờ",0,msi
https://philong.com.vn,"LAPTOP DELL INSPIRON 5420 (P157G001ASL) (Core i5-1235U, Ram 8GB, SSD 256GB, màn hình 14inch FHD, Win 11 + Office bản quyền, màu bạc)",Giá: Liên hệ,21.990.000 đ,N/A,"Khuyến mại: Balo hoặc Túi xách laptop Phi Long
Chuột không dây Newmen trị giá 170.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5 1235U (1.3GHz upto 4.4GHz; 10nhân/ 12luồng)
Ram: 1x 8GB/3200Mhz (có 2 khe Ram, max 32GB)
Ổ cứng: SSD 256GB M2 PCIe NVMe
Card đồ họa: Intel Iris Xe Graphics
Màn hình: 14inch (FHD (1920x1200), 250nits, WVA, chống lóa
Hệ điều hành: Win 11 home SL 64-bit + Office home & student 2021",0,dell
https://philong.com.vn,VGA CARD ASUS TUF-RTX3070TI-8G-GAMING,16.400.000 đ,,N/A,,,0,asus
https://philong.com.vn,VGA CARD ASUS TUF-RTX3060Ti-O8G-V2-GAMING,Giá: Liên hệ,,N/A,,,0,asus
https://philong.com.vn,VGA CARD ASUS ROG-STRIX-RTX3060TI-O8G-V2-GAMING,Giá: Liên hệ,,N/A,,,0,asus
https://philong.com.vn,VGA CARD ASUS KO-RTX3060-O12G-V2 GAMING,Giá: Liên hệ,,N/A,,,0,asus
https://philong.com.vn,VGA CARD ASUS ROG-STRIX-RTX3050-O8G-GAMING,Giá: Liên hệ,,N/A,,"Bộ nhớ: 8GB GDDR6
Giao diện bộ nhớ: 128-bit
Số lõi CUDA: 2560
Engine Clock: OC mode : 1890 MHz (Boost Clock), Gaming mode : 1860 MHz (Boost Clock)
Cổng xuất hình: 2x HDMI, 3x Displayport
Nguồn đề xuất: 550W",0,asus
https://philong.com.vn,VGA CARD ASUS ROG-STRIX-RTX3060-12G-V2-GAMING,10.800.000 đ,,N/A,,"Bộ nhớ: 12GB GDDR6
Giao diện bộ nhớ: 192-bit
Số lõi CUDA: 3584
Engine ClocK: OC mode : 1807 MHz (Boost Clock), Gaming mode : 1777 MHz (Boost Clock)
Cổng xuất hình: 2x HDMI, 3x Displayport
Nguồn đề xuất: 650W",0,asus
https://philong.com.vn,VGA CARD ASUS TUF-RTX3050-O8G-GAMING,Giá: Liên hệ,,N/A,,"Bộ nhớ: 8GB GDDR6
Giao diện bộ nhớ: 128-bit
Số lõi CUDA: 2560
Engine ClocK: OC mode : 1875 MHz (Boost Clock), Gaming mode : 1845 MHz (Boost Clock)
Cổng xuất hình: 2x HDMI, 3x Displayport
Nguồn đề xuất: 550W",0,asus
https://philong.com.vn,MAINBOARD GIGABYTE Z690I AORUS ULTRA PLUS D4,Giá: Liên hệ,,N/A,,"Chipset Z690
Socket 1700
Kích thước: Mini-iTX
Số khe RAM: 2x DDR4 (tối đa 64GB)
Lưu trữ: 4 x SATA 3 6Gb/s, 2 x M.2
Cổng xuất hình: 1 x HDMI, 1 x DisplayPort
Kết nối không dây: Wifi 6E, Bluetooth 5.2",0,gigabyte
https://philong.com.vn,MAINBOARD GIGABYTE Z690 AORUS ELITE AX DDR5,Giá: Liên hệ,,N/A,,"Chipset Z690
Socket 1700
Kích thước: ATX
Số khe RAM: 4x DDR5 (tối đa 128GB)
Lưu trữ: 6 x SATA 3 6Gb/s, 4 x M.2
Cổng xuất hình: 1 x HDMI, 1 x DisplayPort
Kết nối không dây: Wifi 6, Bluetooth 5.2",0,gigabyte
https://philong.com.vn,MAINBOARD GIGABYTE Z690 AORUS PRO DDR4,7.900.000 đ,,N/A,,"Chipset: Z690
Socket: LGA1700
Kích thước: ATX
Số khe RAM: 4x DDR4 (tối đa 128GB)
Lưu trữ: 6x SATA 3 6Gb/s, 4x M.2
Cổng xuất hình: 1x Displayport
Kết nối không dây: Wifi 6, Bluetooth 5.2",0,gigabyte
https://philong.com.vn,MAINBOARD MSI PRESTIGE X570 CREATION,Giá: Liên hệ,,N/A,,"Chipset: X570
Socket: AM4
Kích thước: ATX
Số khe RAM: 4x DDR4 (tối đa 128GB)
Lưu trữ: 6 x SATA 3 6Gb/s, 2x M.2
Cổng xuất hình: Không
Kết nối không dây: Wifi 6, Bluetooth 5",0,msi
https://philong.com.vn,MAINBOARD ASUS ROG MAXIMUS Z690 EXTREME GLACIAL,60.000.000 đ,,N/A,,"Chipset: Z690
Socket: 1700
Kích thước: Extended-ATX
Số khe RAM: 4x DDR5 (tối đa 128GB)
Cổng xuất hình: 1x HDMI, 2x Thunderbolt 4
Lưu trữ: 6x SATA 3 6Gb/s, 5x M.2
Kết nối không dây: Wifi 6E, Bluetooth 5.2",0,asus
https://philong.com.vn,MAINBOARD ASUS ROG MAXIMUS Z690 FORMULA (DDR5),16.990.000 đ,,N/A,,"Chipset: Z690
Socket: LGA1700
Kích thước: ATX
Số khe RAM: 4x DDR5 (tối đa 128GB)
Lưu trữ: 6x SATA 3 6Gb/s, 5x M.2
Cổng xuất hình: 1x HDMI, 2x Thunderbolt 4
Kết nối không dây: Wifi 6E, Bluetooth 5.2",0,asus
